,id,collection,dc.contributor.advisor,dc.contributor.author[],dc.title[de],dc.title[en],tuhh.contributor.referee,PPN,Verfasser,sonstPers,Titel,RefID_plus_KoRef,Ref,RefKopie,RefID_plus_KoRefKopie
3311.0,5808,20.500.12738/6,"Konieczny, Gordon","Dippel, Kimberly::rp07556::600",,Human Factors Analysis on Creating an Inclusive Aircraft Lavatory Environment for Blind and Visually Impaired People," Granzeier, Werner ",717084698,"Dippel, Kimberly","Konieczny, Gordon [Ref.]; Granzeier, Werner [Ko-Ref.]; Thielbeer, Kathrin [Ko-Ref.]",Human Factors Analysis on Creating an Inclusive Aircraft Lavatory Environment for Blind and Impaired People," Granzeier, Werner [Ko-Ref.]; Thielbeer, Kathrin [Ko-Ref.]","Konieczny, Gordon [Ref.]","Konieczny, Gordon"," Granzeier, Werner "
4401.0,8927,20.500.12738/6,"Schmidt, Thomas C.","Bernhardt, Robert::rp10390::600",Zur semantischen Geschäftsprozessmodellierung,," Neitzke, Michael ",562823573,"Bernhardt, Robert","Schmidt, Thomas C. [Ref.]; Neitzke, Michael [Ko-Ref.]",Zur semantischen Geschäftsprozessmodellierung," Neitzke, Michael [Ko-Ref.]","Schmidt, Thomas C. [Ref.]","Schmidt, Thomas C."," Neitzke, Michael "
4686.0,5166,20.500.12738/6,"Schürgers, Georg",Steinbrink. Lina::rp06945::600,"Neue Anforderungen an psychiatrische Tageskliniken aufgrund der Zunahme von Patienten mit der Diagnose „Persönlichkeitsstörung“ : Konzeptionelle Veränderungsvorschläge für Gruppenarbeit, sozialpädagogische Beratung und Psychoedukation",," Röh, Dieter ",520087186,"Steinbrink, Lina","Schürgers, Georg [Ref.]; Röh, Dieter [Ko-Ref.]",Neue Anforderungen an psychiatrische Tageskliniken aufgrund der Zunahme von Patienten mit der Diagnose 'Persönlichkeitsstörung'," Röh, Dieter [Ko-Ref.]","Schürgers, Georg [Ref.]","Schürgers, Georg"," Röh, Dieter "
3795.0,5393,20.500.12738/6,"Gläser, Christine","Kretschmer, Kathleen::rp07165::600||Jäger, Nathalie Patricia::rp07164::600",Wissenschaftliche Bibliotheken als soziale Räume : Konzepterstellung für die Bibliothek Sprache Literatur Medien der Universität Hamburg,," Schade, Frauke ",663881870,"Kretschmer, Kathleen","Gläser, Christine [Ref.]; Schade, Frauke [Ko-Ref.]",Wissenschaftliche Bibliotheken als soziale Räume," Schade, Frauke [Ko-Ref.]","Gläser, Christine [Ref.]","Gläser, Christine"," Schade, Frauke "
3793.0,5396,20.500.12738/6,"Gläser, Christine","Plate, Martin::rp07168::600",Qualitätsmanagement in Spezialbibliotheken : Anwendung der Standards für Kunst- und Museumsbibliotheken auf Hamburger Museumsbibliotheken,," Verch, Ulrike ",664111777,"Plate, Martin","Gläser, Christine [Ref.]; Verch, Ulrike [Ko-Ref.]",Qualitätsmanagement in Spezialbibliotheken," Verch, Ulrike [Ko-Ref.]","Gläser, Christine [Ref.]","Gläser, Christine"," Verch, Ulrike "
3792.0,5397,20.500.12738/6,"Schade, Frauke","Witt, Jessica::rp07169::600",Konzeptstudie zur Bedeutung der Kinder- und Jugendbibliotheksarbeit der deutschen Büchereien Nordschleswigs für den Gebrauch und Erhalt der deutschen Sprache in der deutschen Volksgruppe in Dänemark,," Verch, Ulrike ",66411301X,"Witt, Jessica","Schade, Frauke [Ref.]; Verch, Ulrike [Ko-Ref.]",Konzeptstudie zur Bedeutung der Kinder- und Jugendbibliotheksarbeit der deutschen Büchereien Nordschleswigs für den Gebrauch und Erhalt der deutschen Sprache in der deutschen Volksgruppe in Dänemark," Verch, Ulrike [Ko-Ref.]","Schade, Frauke [Ref.]","Schade, Frauke"," Verch, Ulrike "
3684.0,5395,20.500.12738/6,"Frischgesell, Heike","Lubosch, Jörn::rp07167::600",Einsparpotential eines Bürogebäudes,," Stuible, Achim ",664111823,"Lubosch, Jörn","Frischgesell, Heike [Ref.]; Stuible, Achim [Ko-Ref.]",Einsparpotential eines Bürogebäudes," Stuible, Achim [Ko-Ref.]","Frischgesell, Heike [Ref.]","Frischgesell, Heike"," Stuible, Achim "
3673.0,5411,20.500.12738/6,"Baran, Reinhard","Lau, Herry Sukandar::rp07182::600","Trajektorienplanung für autonome Fahrzeuge mit Hilfe von Bezierkurven, SVG-Grafiken und XML",," Meisel, Andreas ",665306105,"Lau, Herry Sukandar","Baran, Reinhard [Ref.]; Meisel, Andreas [Ko-Ref.]","Trajektorienplanung für autonome Fahrzeuge mit Hilfe von Bezierkurven, SVG-Grafiken und XML"," Meisel, Andreas [Ko-Ref.]","Baran, Reinhard [Ref.]","Baran, Reinhard"," Meisel, Andreas "
4013.0,5165,20.500.12738/6,"Ullrich, Oliver","Schaletzky, Martin::rp06944::600","Etablierung eines Prozesses zur Kultivierung, Abtrennung und Zelllyse zur Untersuchung von Proteininteraktionen",," Pörtner, Ralf",635103257,"Schaletzky, Martin","Ullrich, Oliver; Pörtner, Ralf","Etablierung eines Prozesses zur Kutivierung, Abtrennung und Zelllyse zur Untersuchung von Proteininteraktionen"," Pörtner, Ralf","Ullrich, Oliver","Ullrich, Oliver"," Pörtner, Ralf"
3549.0,5563,20.500.12738/6,"Böhm, Michael","Konstantinov, Alexander::rp07326::600",Flexible Ausnahme- und Fehlerbehandlung mittels eines Conditionsystems in Scala,," Thiel-Clemen, Thomas ",682516821,"Konstantinov, Alexander","Böhm, Michael [Ref.]; Thiel-Clemen, Thomas [Ko-Ref.]",Flexible Ausnahme- und Fehlerbehandlung mittels eines Conditionsystems in Scala," Thiel-Clemen, Thomas [Ko-Ref.]","Böhm, Michael [Ref.]","Böhm, Michael"," Thiel-Clemen, Thomas "
389.0,8692,20.500.12738/6,"Jünnemann, Klaus","Mihaylov, Ivan::rp10178::600",,Comparison of different design patterns for Single Page Applications using the example of a Chat and Ticket management system," Dierks, Henning ",1663664366,"Mihaylov, Ivan","Jünnemann, Klaus [AkademischeR BetreuerIn]; Dierks, Henning [AkademischeR BetreuerIn]",Comparison of different design patterns for Single Page Applications using the example of a Chat and Ticket management system," Dierks, Henning [AkademischeR BetreuerIn]","Jünnemann, Klaus [AkademischeR BetreuerIn]","Jünnemann, Klaus"," Dierks, Henning "
143.0,9261,20.500.12738/6,"Polenz, Wolf","Hetzmann, Mara Shirin::rp10690::600",Psychische Belastung von dual Pflegestudierenden vor dem Hintergrund der Pflegeakademisierung,," Klußmann, André ",1686673167,"Hetzmann, Mara Shirin","Polenz, Wolf [AkademischeR BetreuerIn]; Klußmann, André *1977-* ; ID: gnd/131481274",Psychische Belastung von dual Pflegestudierenden vor dem Hintergrund der Pflegeakademisierung," Klußmann, André *1977-* ; ID: gnd/131481274","Polenz, Wolf [AkademischeR BetreuerIn]","Polenz, Wolf"," Klußmann, André "
157.0,9245,20.500.12738/6,"Wendel, Ralf","Wolff, Jonas Christian::rp09684::500",,Investigation of the Critical RF Fields of Superconducting Cavity Connections," Sulimov, Alexey ",1685493327,"Wolff, Jonas Christian","Wendel, Ralf [AkademischeR BetreuerIn]; Sulimov, Alexey [AkademischeR BetreuerIn]",Investigation of the Critical RF Fields of Superconducting Cavity Connections," Sulimov, Alexey [AkademischeR BetreuerIn]","Wendel, Ralf [AkademischeR BetreuerIn]","Wendel, Ralf"," Sulimov, Alexey "
4613.0,6643,20.500.12738/6,"Behr-Völtzer, Christine","Mediaty, Nina::rp08322::600",Bedeutung der bakteriellen Vitamin-K-Synthese für den Gerinnungsstatus,," Hamm, Michael",544221133,"Mediaty, Nina","Behr-Völtzer, Christine; Hamm, Michael",Bedeutung der bakteriellen Vitamin-K-Synthese für den Gerinnungsstatus," Hamm, Michael","Behr-Völtzer, Christine","Behr-Völtzer, Christine"," Hamm, Michael"
3310.0,5809,20.500.12738/6,"Nast, Eckart","Burger, Sönke::rp07557::600",FEM Analyse und Validierung von Leichtbaukonstruktionen anhand eines Interiorteststandes,," Knobloch, Tobias ",717089290,"Burger, Sönke","Nast, Eckart [Ref.]; Knobloch, Tobias [Ko-Ref.]",FEM Analyse und Validierung von Leichtbaukonstruktionen anhand eines Interiorteststandes," Knobloch, Tobias [Ko-Ref.]","Nast, Eckart [Ref.]","Nast, Eckart"," Knobloch, Tobias "
4505.0,7709,20.500.12738/6,"Busch, Susanne","Lehmann, Lutz-Alexander::rp09298::600",Ableitung des Personalbedarfs aus der EDV-gestützten Pflegeplanung : Ein Versuch auf Basis der wissensbasierten Softwarelösung apenio® zurPflegeprozessplanung und Pflegedokumentation in Krankenhäusern,," Stratmeyer, Peter ",554070790,"Lehmann, Lutz-Alexander","Busch, Susanne [Ref.]; Stratmeyer, Peter [Ko-Ref.]",Ableitung des Personalbedarfs aus der EDV-gestützten Pflegeplanung," Stratmeyer, Peter [Ko-Ref.]","Busch, Susanne [Ref.]","Busch, Susanne"," Stratmeyer, Peter "
3683.0,5399,20.500.12738/6,"Lewandowski, Dirk",,Anforderungsanalyse für die Bereitstellung von Suchanfragedaten :  Literaturanalyse und Empfehlungen für die Aufbereitung von Logfiledaten für weitere Studien,," Geeb, Franziskus ",664115799,"Mach, Sonja von","Lewandowski, Dirk [Ref.]; Geeb, Franziskus [Ko-Ref.]",Anforderungsanalyse für die Bereitstellung von Suchanfrage-daten: Literaturanalyse und Empfehlungen für die Aufbereitung von Logfiledaten für weitere Studien," Geeb, Franziskus [Ko-Ref.]","Lewandowski, Dirk [Ref.]","Lewandowski, Dirk"," Geeb, Franziskus "
3674.0,5409,20.500.12738/6,"Häusler, Michael","Jens, Imke::rp07180::600",Die Bedrohung des Kakaoanbaus durch Pilzpathogene in Mittel- und Südamerika – Qualitätsanalysen an Rohkakao von teilresistenten Klonen,," Kadow, Daniel ",664704026,"Jens, Imke","Häusler, Michael [Ref.]; Kadow, Daniel [Ko-Ref.]",Die Bedrohung des Kakaoanbaus durch Pilzpathogene in Mittel- und Südamerika," Kadow, Daniel [Ko-Ref.]","Häusler, Michael [Ref.]","Häusler, Michael"," Kadow, Daniel "
3548.0,5564,20.500.12738/6,"Buth, Bettina","Eskikaya, Can::rp07327::600",Design und Implementierung eines POS-Systems Verkaufssoftware zum Einsatz auf spezifischer Kassenhardware in einer Kennzeichenprägestelle,," Zukunft, Olaf ",682518328,"Eskikaya, Can","Buth, Bettina [Ref.]; Zukunft, Olaf [Ko-Ref.]",Design und Implementierung eines POS-Systems Verkaufssoftware zum Einsatz auf spezifischer Kassenhardware in einer Kennzeichenprägestelle," Zukunft, Olaf [Ko-Ref.]","Buth, Bettina [Ref.]","Buth, Bettina"," Zukunft, Olaf "
385.0,8697,20.500.12738/6,"Luck, Kai",,Potenzialität von Mixed Reality bei temporären Installationen am Beispiel eines Messestandes,," Draheim, Susanne ",1663678421,"Thiel-Hegmann, Thomas","Luck, Kai$cvon *1954-* ; ID: gnd/1089185561; Draheim, Susanne [AkademischeR BetreuerIn]",Potenzialität von Mixed Reality bei temporären Installationen am Beispiel eines Messestandes," ID: gnd/1089185561; Draheim, Susanne [AkademischeR BetreuerIn]","Luck, Kai$cvon *1954-* ","Luck, Kai"," Draheim, Susanne "
3547.0,5565,20.500.12738/6,"Vinnemeier, Franz","Pfafferott, Vitoria::rp07328::600",Optimierungsmöglichkeiten in der Materialwirtschaft,," Scharffenstein, Holger ",682530816,"Pfafferott, Victoria","Vinnemeier, Franz [Ref.]; Scharffenstein, Holger [Ko-Ref.]",Optimierungsmöglichkeiten in der Materialwirtschaft," Scharffenstein, Holger [Ko-Ref.]","Vinnemeier, Franz [Ref.]","Vinnemeier, Franz"," Scharffenstein, Holger "
3685.0,5394,20.500.12738/6,"Dahlgaard, Knut","Stölting, Sarah::rp07166::600",Prozessmanagement und Case Management– Ein Vergleich zweier Ansätze vor dem Hintergrund einer Anwendung im Krankenhaus,," Stratmeyer, Peter ",664096506,"Stölting, Sarah","Dahlgaard, Knut [Ref.]; Stratmeyer, Peter [Ko-Ref.]",Prozessmanagement und Case Management," Stratmeyer, Peter [Ko-Ref.]","Dahlgaard, Knut [Ref.]","Dahlgaard, Knut"," Stratmeyer, Peter "
3939.0,5167,20.500.12738/6,"Wacker, Claus-Dieter","Luikenga, Sanna::rp06946::600",Expressionsanalysen zu Prognosemarkern in humanen Pankreas-Xenograft-Tumorzelllinien,," Harms-Effenberger, K. E. ",635112973,"Luikenga, Sanna","Wacker, Claus-Dieter [Ref.]; Harms-Effenberger, K. E. [Ko-Ref.]",Expressionsanalysen zu Prognosemarkern in humanen Pankreas-Xenograft-Tumorzelllinien," Harms-Effenberger, K. E. [Ko-Ref.]","Wacker, Claus-Dieter [Ref.]","Wacker, Claus-Dieter"," Harms-Effenberger, K. E. "
3681.0,5401,20.500.12738/6,"Hofmann, Ulrich","Servadei, Lorenzo::rp07173::600",Marketing Strategies for the Development of Wind Jet : Investments on Intercontinental Routes,," Gundlach, Hardy ",664118127,"Servadei, Lorenzo","Hofmann, Ulrich [Ref.]; Gundlach, Hardy [Ko-Ref.]",Marketing Strategies for the Development of Wind Jet," Gundlach, Hardy [Ko-Ref.]","Hofmann, Ulrich [Ref.]","Hofmann, Ulrich"," Gundlach, Hardy "
4015.0,5158,20.500.12738/6,"Strehmel, Petra","Schröder, Jörg-Achim::rp06937::600",Human Ressource Management als Instrument der Gestaltung ‚Früher Hilfen‘ im Kontext von ‚Freiwilligem Engagement‘ und Profession : Grundlagen und Anwendung am Beispiel des Bremerhavener Modells,," Dahlgaard, Knut ",633178837,"Schröder, Jörg-Achim","Strehmel, Petra [Ref.]; Dahlgaard, Knut [Ko-Ref.]",Human Resource Management als Instrument der Gestaltung 'Früher Hilfen' im Kontext von 'Freiwilligem Engagement' und Profession," Dahlgaard, Knut [Ko-Ref.]","Strehmel, Petra [Ref.]","Strehmel, Petra"," Dahlgaard, Knut "
3682.0,5400,20.500.12738/6,"Spree, Ulrike","Pinna, Loredana::rp07171::600||Wessels, Wiebke::rp07172::600",Mobile Anwendungen von Öffentlichen Bibliotheken in Deutschland : Studie zum aktuellen Stand und zur zukünftigen Entwicklung bibliothekarischer Dienstleistungen für mobile Endgeräte,," Gläser, Christine ",664117023,"Pinna, Loredana","Spree, Ulrike [Ref.]; Gläser, Christine [Ko-Ref.]",Mobile Anwendungen von Öffentlichen Bibliotheken in Deutschland," Gläser, Christine [Ko-Ref.]","Spree, Ulrike [Ref.]","Spree, Ulrike"," Gläser, Christine "
3546.0,5566,20.500.12738/6,"Wiesemann, Stefan","Berger, Kay::rp07329::600",Softwareerstellung und Inbetriebnahme eines Tauchsimulators nach Umbau,," Feil, Dirk ",682742201,"Berger, Kay","Wiesemann, Stefan [Ref.]; Feil, Dirk [Ko-Ref.]",Softwareerstellung und Inbetriebnahme eines Tauchsimulators nach Umbau," Feil, Dirk [Ko-Ref.]","Wiesemann, Stefan [Ref.]","Wiesemann, Stefan"," Feil, Dirk "
3680.0,5403,20.500.12738/6,"Schade, Frauke","Vogler, Sarah::rp07175::600",Fundraising in Öffentlichen Bibliotheken : Konzept zur Drittmittelbeschaffung am Beispiel der Stadtbibliothek Reinbek,," Krauß-Leichert, Ute ",664118674,"Vogler, Sarah","Schade, Frauke [Ref.]; Krauß-Leichert, Ute [Ko-Ref.]",Fundraising in Öffentlichen Bibliotheken," Krauß-Leichert, Ute [Ko-Ref.]","Schade, Frauke [Ref.]","Schade, Frauke"," Krauß-Leichert, Ute "
4717.0,5402,20.500.12738/6,"Behr-Völtzer, Christine","Müller, Nina::rp07174::600",Beeinflussung der Glukoseaufnahme von differenzierten Adipozyten durch Insulin und Liganden des Proliferator-Activated Receptor g (PPARg),,,523702930,"Müller, Nina","Behr-Völtzer, Christine; Schrezenmeir",Beeinflussung der Glukoseaufnahme von differenzierten Adipozyten durch Insulin und Liganden des Proliferator-Activated Receptor γ (PPARγ), Schrezenmeir,"Behr-Völtzer, Christine","Behr-Völtzer, Christine",
4473.0,8709,20.500.12738/6,"Raasch, Jörg","Kurniawan, Jan::rp10192::600",Kritische Erfolgsfaktoren von Full Function Point Schätzungen,," Luck, Kai von ",559308124,"Kurniawan, Jan","Raasch, Jörg [Ref.]; Luck, Kai von [Ko-Ref.]",Kritische Erfolgsfaktoren von Full Function Point Schätzungen," Luck, Kai von [Ko-Ref.]","Raasch, Jörg [Ref.]","Raasch, Jörg"," Luck, Kai von "
3429.0,5714,20.500.12738/6,"Gaidys, Uta","Züfle, Daniela::rp07466::600",Primary Nursing als geeignetes Konzept für die stationäre Altenpflege in Deutschland,," Dobritzsch, Bernd ",688150500,"Züfle, Daniela","Gaidys, Uta [Ref.]; Dobritzsch, Bernd [Ko-Ref.]",Primary Nursing als geeignetes Konzept für die stationäre Altenpflege in Deutschland," Dobritzsch, Bernd [Ko-Ref.]","Gaidys, Uta [Ref.]","Gaidys, Uta"," Dobritzsch, Bernd "
3001.0,6094,20.500.12738/6,"Gransee, Carmen","Kühl, Janina::rp07823::600",Männliche Jugendgewalt in Deutschland – ein Effekt von Marginalisierung und sozialer Benachteiligung?Eine Einschätzung am Beispiel von Jugendlichen mit türkischem Migrationshintergrund,," Ansen, Harald ",740037803,"Kühl, Janina","Gransee, Carmen [Ref.]; Ansen, Harald [Ko-Ref.]",Männliche Jugendgewalt in Deutschland - ein Effekt von Marginalisierung und sozialer Benachteiligung?," Ansen, Harald [Ko-Ref.]","Gransee, Carmen [Ref.]","Gransee, Carmen"," Ansen, Harald "
3365.0,5732,20.500.12738/6,"Gheorghiu, Victor","Kaminski, Jan::rp07484::600",Auslegung und Optimierung der Antriebsanlage einer ferngelenkten / autark operierenden Seezieldarstellungsdrohne,," Prust, Siegfried ",688852998,"Kaminski, Jan","Gheorghiu, Victor [Ref.]; Prust, Siegfried [Ko-Ref.]",Auslegung und Optimierung der Antriebsanlage einer ferngelenkten," Prust, Siegfried [Ko-Ref.]","Gheorghiu, Victor [Ref.]","Gheorghiu, Victor"," Prust, Siegfried "
3694.0,5361,20.500.12738/6,"Neitzke, Michael","Boekhoven, Patrick::rp07133::600",Entwicklung eines Reinforcement Learning Frameworks auf Basis eines Agentensystems,," Kahlbrandt, Bernd ",662633822,"Boekhoven, Patrick","Neitzke, Michael [Ref.]; Kahlbrandt, Bernd [Ko-Ref.]",Entwicklung eines Reinforcement Learning Frameworks auf Basis eines Agentensystems," Kahlbrandt, Bernd [Ko-Ref.]","Neitzke, Michael [Ref.]","Neitzke, Michael"," Kahlbrandt, Bernd "
3309.0,5810,20.500.12738/6,"Baaran, Jens","Alder, Marko::rp07558::600",Einfluss von Materialschäden auf Merkmalscharakteristika von zerstörungsfreien Prüfverfahren an dynamisch belastetem CFK,," Schulte, Karl ",717164624,"Alder, Marko","Baaran, Jens [Ref.]; Schulte, Karl [Ko-Ref.]; Schmutzler, Henrik [Ko-Ref.]",Einfluss von Materialschäden auf Merkmalscharakteristika von zerstörungsfreien Prüfverfahren an dynamisch belastetem CFK," Schulte, Karl [Ko-Ref.]; Schmutzler, Henrik [Ko-Ref.]","Baaran, Jens [Ref.]","Baaran, Jens"," Schulte, Karl "
2499.0,6644,20.500.12738/6,"Berger-Klein, Andrea","Flachs, Lisa::rp08323::600",Variety Seeking und dessen Bedeutung für das Marketing im Fruchtjoghurt-Segment,," Fischer, Jens ",790570963,"Flachs, Lisa","Berger-Klein, Andrea [Ref.]; Fischer, Jens [Ko-Ref.]",Variety Seeking und dessen Bedeutung für das Marketing im Fruchtjoghurt-Segment," Fischer, Jens [Ko-Ref.]","Berger-Klein, Andrea [Ref.]","Berger-Klein, Andrea"," Fischer, Jens "
1491.0,7710,20.500.12738/6,"Flothow, Annegret","Born, Nicola::rp09299::600",Lebensmittelverschwendung in der Gemeinschaftsverpflegung – Ergebnisse und Handlungsempfehlungen aus Experteninterviews in ausgewählten Institutionen in Niedersachsen,," Hennemann, Dörthe ",873676130,"Born, Nicola","Flothow, Annegret [AkademischeR BetreuerIn]; Hennemann, Dörthe [AkademischeR BetreuerIn]",Lebensmittelverschwendung in der Gemeinschaftsverpflegung," Hennemann, Dörthe [AkademischeR BetreuerIn]","Flothow, Annegret [AkademischeR BetreuerIn]","Flothow, Annegret"," Hennemann, Dörthe "
965.0,8880,20.500.12738/6,"Färber, Christine","Milczarski, Angelika::rp10350::600",,Is the Ottawa Charter still relevant? A survey among Health Promotion practitioners and researchers," Stock, Christiane ",1663214336,"Milczarski, Angelika","Färber, Christine *1964-* ; ID: gnd/120981092; Stock, Christiane [AkademischeR BetreuerIn]",Is the Ottawa Charter still relevant? A survey among Health Promotion practitioners and researchers," ID: gnd/120981092; Stock, Christiane [AkademischeR BetreuerIn]","Färber, Christine *1964-* ","Färber, Christine"," Stock, Christiane "
3542.0,5570,20.500.12738/6,"Richters, Thomas","Senkbeil, Franziska::rp07333::600",Die Prinzipal-Agenten-Theorie als Handhabungsansatz bei Koordinationsdefiziten in der Personalführung,," Heinemann, Irmhild ",682929905,"Senkbeil, Franziska","Richters, Thomas [Ref.]; Heinemann, Irmhild [Ko-Ref.]",Die Prinzipal-Agenten-Theorie als Handhabungsansatz bei Koordinationsdefiziten in der Personalführung," Heinemann, Irmhild [Ko-Ref.]","Richters, Thomas [Ref.]","Richters, Thomas"," Heinemann, Irmhild "
3543.0,5568,20.500.12738/6,"Gundlach, Hardy","Wasniewski, Agnieszka::rp07331::600",Professionelle Informationsvermittlung und Social Media im Wettbewerb : Analyse der Präferenzen von Informationsnutzern,," Hofmann, Ulrich ",682921947,"Wasniewski, Agnieszka","Gundlach, Hardy [Ref.]; Hofmann, Ulrich [Ko-Ref.]",Professionelle Informationsvermittlung und Social Media im Wettbewerb," Hofmann, Ulrich [Ko-Ref.]","Gundlach, Hardy [Ref.]","Gundlach, Hardy"," Hofmann, Ulrich "
3545.0,5567,20.500.12738/6,"Schmidt, Ralph","Bujack, Alexander::rp07330::600",Erinnerungsstücke : Konzeption und Modellierung eines Verbindungstools zwischen iPhoto und iTunes zur audiovisuellen Verankerung von Erlebnissen,," Geeb, Franziskus ",682899046,"Bujack, Alexander","Schmidt, Ralph [Ref.]; Geeb, Franziskus [Ko-Ref.]",Erinnerungsstücke," Geeb, Franziskus [Ko-Ref.]","Schmidt, Ralph [Ref.]","Schmidt, Ralph"," Geeb, Franziskus "
